0,1,2,3
516.0,517.0,3.9291806124860917,2.0
539.0,544.0,3.9357366617833565,2.0
699.0,701.0,3.9371558828473168,2.0
382.0,386.0,3.941721021459302,2.0
77.0,109.0,3.9519332384616455,2.0
385.0,610.0,3.9566757934322734,2.0
432.0,460.0,3.963196517035975,2.0
451.0,1021.0,3.9674039494129323,3.0
669.0,1168.0,3.9690147415813644,3.0
439.0,1035.0,3.9728757618838966,3.0
882.0,1015.0,3.9850816748587055,3.0
488.0,496.0,3.9871199221549656,2.0
257.0,261.0,3.9947206367563344,2.0
790.0,805.0,4.0024573276648505,2.0
60.0,1126.0,4.003715240049408,3.0
251.0,312.0,4.014311299904638,2.0
793.0,815.0,4.020194676201396,2.0
732.0,794.0,4.0276274562421435,2.0
315.0,319.0,4.028400197227294,2.0
788.0,816.0,4.046489972458525,2.0
180.0,182.0,4.048999454034554,2.0
575.0,593.0,4.057094336998988,2.0
158.0,170.0,4.0578988567018985,2.0
727.0,762.0,4.0586249384935265,2.0
858.0,859.0,4.059903204876606,2.0
1013.0,1052.0,4.062148274052409,5.0
212.0,1181.0,4.0637749150205495,3.0
529.0,564.0,4.07668163307387,2.0
345.0,900.0,4.095957159520288,2.0
240.0,243.0,4.096259100993177,2.0
443.0,456.0,4.100967281203799,2.0
40.0,51.0,4.103232509209224,2.0
602.0,765.0,4.105318409011081,2.0
774.0,1128.0,4.122637396657901,3.0
1036.0,1048.0,4.128996244702916,4.0
514.0,1231.0,4.1371099135607,3.0
44.0,1092.0,4.139121925462581,3.0
658.0,677.0,4.14898252125517,2.0
324.0,1069.0,4.149741352765908,3.0
95.0,1076.0,4.150787022483939,3.0
41.0,1046.0,4.1521780642872965,3.0
245.0,594.0,4.155405339404996,2.0
813.0,1049.0,4.165608048100056,3.0
384.0,1073.0,4.182299385599402,3.0
376.0,394.0,4.196752518188697,2.0
368.0,540.0,4.200737743839406,2.0
444.0,472.0,4.208564762486045,2.0
361.0,1264.0,4.220100101302064,4.0
367.0,1143.0,4.226239181786192,3.0
256.0,264.0,4.234542333476945,2.0
184.0,186.0,4.2347283613793385,2.0
152.0,563.0,4.241500428051435,2.0
6.0,388.0,4.241501588243295,2.0
90.0,214.0,4.253536564653404,2.0
383.0,1041.0,4.26275910778868,3.0
412.0,466.0,4.263144466223515,2.0
149.0,159.0,4.2680535697612765,2.0
829.0,844.0,4.277544713301063,2.0
649.0,951.0,4.28278362994911,2.0
571.0,592.0,4.283706856233948,2.0
646.0,952.0,4.296074335735766,2.0
387.0,613.0,4.303113202743406,2.0
926.0,993.0,4.304371830888509,3.0
313.0,335.0,4.306864036233609,2.0
483.0,501.0,4.31035891974527,2.0
62.0,72.0,4.311175858860117,2.0
226.0,230.0,4.313137185681838,2.0
713.0,981.0,4.31599339484991,3.0
68.0,272.0,4.321138463502866,2.0
108.0,126.0,4.326933414312197,2.0
199.0,640.0,4.333484484417092,2.0
704.0,736.0,4.335149549235087,2.0
70.0,97.0,4.338168672378535,2.0
188.0,932.0,4.346620016397233,2.0
102.0,123.0,4.352299675504589,2.0
316.0,321.0,4.3590785797597515,2.0
746.0,1054.0,4.360743765196852,3.0
842.0,1152.0,4.366789638556716,3.0
768.0,770.0,4.369144552386074,2.0
347.0,375.0,4.3815589636577235,2.0
221.0,278.0,4.38582007142781,2.0
543.0,1186.0,4.3976973664467565,3.0
530.0,1056.0,4.401356546109087,3.0
749.0,1034.0,4.402012800373796,3.0
476.0,487.0,4.405852749635843,2.0
115.0,1012.0,4.4192663583760705,4.0
1173.0,1252.0,4.421676743763457,5.0
322.0,332.0,4.422798191505931,2.0
427.0,1055.0,4.431629355357293,3.0
48.0,71.0,4.443069233395023,2.0
833.0,838.0,4.445939117736079,2.0
341.0,1038.0,4.448864729015042,3.0
896.0,1184.0,4.453708687985882,3.0
61.0,81.0,4.457577849762928,2.0
160.0,1094.0,4.457812085776556,3.0
63.0,1099.0,4.459509362810218,3.0
284.0,297.0,4.461673372154573,2.0
64.0,1206.0,4.463767995488097,3.0
493.0,495.0,4.468587829016032,2.0
474.0,1312.0,4.469640188793589,6.0
282.0,285.0,4.469791547270611,2.0
1005.0,1259.0,4.473830663845035,5.0
118.0,137.0,4.477905150598138,2.0
381.0,994.0,4.485881975503714,4.0
305.0,314.0,4.501445149049981,2.0
569.0,588.0,4.501836356920509,2.0
534.0,551.0,4.504201351689105,2.0
79.0,1120.0,4.506576563414394,3.0
777.0,1062.0,4.51043035850756,3.0
608.0,1199.0,4.517373403530116,3.0
