Component,Explained_Variance,Explained_Variance_Ratio,Cumulative_Variance_Ratio
PC502,0.030318709927307477,3.162187500687413e-05,0.9961763608819577
PC503,0.03006597738029563,3.135827945709846e-05,0.9962077191614148
PC504,0.029938498109147033,3.122532084547239e-05,0.9962389444822602
PC505,0.029626596293135674,3.090001280090269e-05,0.9962698444950612
PC506,0.029494477717269676,3.076221547700146e-05,0.9963006067105382
PC507,0.029266958292742513,3.052491676537145e-05,0.9963311316273036
PC508,0.02917984846862709,3.0434062768725385e-05,0.9963615656900723
PC509,0.028847355525042157,3.0087278544465215e-05,0.9963916529686168
PC510,0.02867981737751429,2.991253923752532e-05,0.9964215655078543
PC511,0.02861964450265258,2.984977999967373e-05,0.996451415287854
PC512,0.028388273813170304,2.9608464487219387e-05,0.9964810237523412
PC513,0.0281323126534619,2.9341501551846478e-05,0.996510365253893
PC514,0.02777603423644572,2.896990950200186e-05,0.996539335163395
PC515,0.02752351316385722,2.8706534516287073e-05,0.9965680416979112
PC516,0.027412018550099414,2.8590247617911705e-05,0.9965966319455292
PC517,0.027242367723022447,2.8413304823792066e-05,0.996625045250353
PC518,0.026927697041961463,2.808510890224079e-05,0.9966531303592553
PC519,0.026754813939185412,2.790479490207745e-05,0.9966810351541574
PC520,0.026648983269674326,2.7794415396775373e-05,0.9967088295695542
PC521,0.02637104286623589,2.750452850125894e-05,0.9967363340980555
PC522,0.026352695585752317,2.748539261415957e-05,0.9967638194906697
PC523,0.02604536338139698,2.7164850593242033e-05,0.996790984341263
PC524,0.025889026361169208,2.700179386277947e-05,0.9968179861351257
PC525,0.025545128886264902,2.6643114915268943e-05,0.996844629250041
PC526,0.025502658548478427,2.659881910861346e-05,0.9968712280691496
PC527,0.025465190213926462,2.6559740302333156e-05,0.9968977878094519
PC528,0.025202161123593397,2.628540564107527e-05,0.996924073215093
PC529,0.025098416735925392,2.6177202090615242e-05,0.9969502504171837
PC530,0.02487061264585178,2.593960647788522e-05,0.9969761900236616
PC531,0.024479326914782037,2.5531502422352288e-05,0.9970017215260839
PC532,0.0242272218478066,2.5268561323090124e-05,0.997026990087407
PC533,0.02420383983986388,2.5244174304831525e-05,0.9970522342617119
PC534,0.023893521375806852,2.4920517668178318e-05,0.9970771547793801
PC535,0.023819981401759546,2.4843816783710995e-05,0.9971019985961638
PC536,0.023694767020889254,2.4713220412347013e-05,0.9971267118165761
PC537,0.023412271545629856,2.4418582657967683e-05,0.9971511303992341
PC538,0.02321138987083382,2.4209066645353625e-05,0.9971753394658794
PC539,0.023192174006228174,2.418902484046926e-05,0.9971995284907199
PC540,0.02291192181119154,2.3896726787448583e-05,0.9972234252175074
PC541,0.022787558670617103,2.376701824456744e-05,0.997247192235752
PC542,0.022546659716707378,2.351576492184743e-05,0.9972707080006739
PC543,0.022452927362332547,2.3418003743972534e-05,0.9972941260044178
PC544,0.022225023458739883,2.3180304027518078e-05,0.9973173063084453
PC545,0.021976431162256362,2.292102668537782e-05,0.9973402273351306
PC546,0.021888803311456928,2.282963239611735e-05,0.9973630569675267
PC547,0.02171438569505135,2.2647717925541324e-05,0.9973857046854523
PC548,0.021681071624052885,2.2612971942232362e-05,0.9974083176573946
PC549,0.021565613555456754,2.2492551230980607e-05,0.9974308102086256
PC550,0.021166055943034234,2.207581975037463e-05,0.9974528860283759
PC551,0.021095452878144714,2.200218200990376e-05,0.9974748882103858
PC552,0.021024361980075103,2.1928035468105857e-05,0.9974968162458538
PC553,0.02094572203003445,2.1846015399419076e-05,0.9975186622612533
PC554,0.020630525222785207,2.151727073761458e-05,0.9975401795319909
PC555,0.02046006862960182,2.1339487543782578e-05,0.9975615190195347
