Component,Explained_Variance,Explained_Variance_Ratio,Cumulative_Variance_Ratio
PC359,0.10227842076827241,0.00010667777848711977,0.9854299159164939
PC360,0.10180628693650237,0.00010618533650430942,0.9855361012529982
PC361,0.10148905571460552,0.00010585446004215341,0.9856419557130404
PC362,0.10012935516408539,0.0001044362739472993,0.9857463919869877
PC363,0.0992447359880619,0.00010351360416225147,0.9858499055911499
PC364,0.09879931941961785,0.00010304902864704458,0.9859529546197969
PC365,0.09828652719603223,0.00010251417941074749,0.9860554687992077
PC366,0.09729513384041026,0.00010148014270984596,0.9861569489419175
PC367,0.09694234842175646,0.00010111218273879887,0.9862580611246563
PC368,0.0958793005057988,0.00010000340936072082,0.986358064534017
PC369,0.09555810722406974,9.966840041648345e-05,0.9864577329344335
PC370,0.0949054132461874,9.898763175512367e-05,0.9865567205661886
PC371,0.09355512856847878,9.757926654317433e-05,0.9866542998327318
PC372,0.09320788528316994,9.721708709228856e-05,0.9867515169198241
PC373,0.09229045439782047,9.626019424989425e-05,0.986847777114074
PC374,0.09185484609633614,9.58058488900047e-05,0.986943582962964
PC375,0.0912598310067662,9.518524009056451e-05,0.9870387682030546
PC376,0.09091181189244442,9.482225143950764e-05,0.9871335904544941
PC377,0.0900118790020694,9.38836092429273e-05,0.987227474063737
PC378,0.08922791424225364,9.30659233776086e-05,0.9873205399871147
PC379,0.08904492789415028,9.287506613751332e-05,0.9874134150532522
PC380,0.08865015969122836,9.246331755370916e-05,0.987505878370806
PC381,0.08756935609098518,9.133602475637462e-05,0.9875972143955624
PC382,0.08717573499837453,9.092547262416569e-05,0.9876881398681865
PC383,0.08654992732425626,9.027274674187637e-05,0.9877784126149284
PC384,0.08622652427585234,8.993543298106013e-05,0.9878683480479095
PC385,0.08553368430922106,8.921279150955393e-05,0.987957560839419
PC386,0.08446798283363549,8.810125043283463e-05,0.9880456620898518
PC387,0.0841767897257846,8.779753207638217e-05,0.9881334596219281
PC388,0.08340905946802041,8.699677901664159e-05,0.9882204564009448
PC389,0.08320463193549416,8.678355833071692e-05,0.9883072399592755
PC390,0.08254113044950984,8.609151729199112e-05,0.9883933314765675
PC391,0.08237120007455784,8.591427760876962e-05,0.9884792457541762
PC392,0.08144235832887123,8.494548308445407e-05,0.9885641912372607
PC393,0.08072179924072885,8.419393019368457e-05,0.9886483851674543
PC394,0.08034418760711957,8.38000761441036e-05,0.9887321852435984
PC395,0.07957909862057501,8.300207796602795e-05,0.9888151873215645
PC396,0.07947931880958282,8.289800627138743e-05,0.9888980853278359
PC397,0.07889313922152255,8.228661301972155e-05,0.9889803719408555
PC398,0.07821187138842385,8.157604144026431e-05,0.9890619479822957
PC399,0.07775678719278455,8.110138245891975e-05,0.9891430493647546
PC400,0.07694303261450934,8.02526254093677e-05,0.989223301990164
PC401,0.07633983489686223,7.962348201798817e-05,0.9893029254721819
PC402,0.07519744686391289,7.843195582302063e-05,0.9893813574280049
PC403,0.07472997066842622,7.794437181795358e-05,0.9894593017998229
PC404,0.07440856711741717,7.760914356000855e-05,0.9895369109433829
PC405,0.0742323898245414,7.74253882567619e-05,0.9896143363316396
PC406,0.07400152986398514,7.71845981903063e-05,0.9896915209298299
PC407,0.07317229433201024,7.63196942963159e-05,0.9897678406241263
PC408,0.07228206007026018,7.539116790078442e-05,0.989843231792027
PC409,0.07222333383924455,7.532991564623637e-05,0.9899185617076732
PC410,0.07137791001524198,7.444812714434882e-05,0.9899930098348175
PC411,0.07098075313718673,7.403388714001981e-05,0.9900670437219575
PC412,0.07085317197058444,7.390081825483666e-05,0.9901409445402124
PC413,0.06967427798820595,7.267121586004701e-05,0.9902136157560725
PC414,0.06955335892109785,7.254509563489167e-05,0.9902861608517074
PC415,0.06852836906815286,7.147601733213076e-05,0.9903576368690395
PC416,0.0680638694747398,7.099153796335225e-05,0.9904286284070029
PC417,0.06784090488768328,7.075898287842013e-05,0.9904993873898813
PC418,0.06760757830246755,7.051562008902791e-05,0.9905699030099703
PC419,0.06688572377863689,6.97627160412855e-05,0.9906396657260116
PC420,0.06664975016582904,6.951659236625384e-05,0.9907091823183778
PC421,0.06618658567455149,6.903350552709008e-05,0.9907782158239049
PC422,0.0657977420580204,6.862793636715541e-05,0.9908468437602721
PC423,0.06546694011587095,6.828290545992542e-05,0.990915126665732
PC424,0.06530200287056337,6.811087367856791e-05,0.9909832375394105
PC425,0.06459831457838357,6.737691725654596e-05,0.9910506144566671
PC426,0.06432742133612215,6.709437193491752e-05,0.9911177088286021
PC427,0.06402328841044057,6.677715717316432e-05,0.9911844859857752
PC428,0.06375107531659369,6.649323522845144e-05,0.9912509792210037
PC429,0.06309121402493412,6.58049909617222e-05,0.9913167842119655
PC430,0.06255827708835678,6.524913051686248e-05,0.9913820333424823
PC431,0.06209319685789943,6.476404553578054e-05,0.9914467973880181
PC432,0.06163898293730914,6.429029426310223e-05,0.9915110876822812
PC433,0.061284526899786404,6.392059181394198e-05,0.9915750082740952
PC434,0.06116442494819772,6.379532385134333e-05,0.9916388035979465
PC435,0.061109336318737724,6.373786566449856e-05,0.991702541463611
PC436,0.060291622300690816,6.288497886562376e-05,0.9917654264424767
PC437,0.059888350294105754,6.246436069939292e-05,0.991827890803176
